post_id,utility_id,year,language,annotator1_task_a,annotator1_task_b,annotator2_task_a,annotator2_task_b,task_a_agreement,task_b_agreement,both_tasks_agreement
2620134451633261,U12,2020,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
3083261898417150,U01,2020,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
1764245627048601,U05,2020,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1985462018144101,U03,2018,Portuguese,Water quality / safety / public health,Education / awareness,Water quality / safety / public health,Education / awareness,True,True,True
10153798790456714,U10,2016,Swedish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
895682960508399,U01,2015,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
2499371723472840,U01,2019,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
10159242106491714,U10,2023,Swedish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
852702344753413,U03,2014,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
3105531389470486,U03,2020,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Education / awareness,True,False,False
2933271950028518,U07,2020,Dutch,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Education / awareness,True,False,False
778193808870934,U03,2014,Portuguese,Water conservation / drought / demand management,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,True,True,True
2913782632031745,U01,2020,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Instruction / advice to public,False,True,False
1344657535610937,U01,2017,Finnish,Public education / heritage / community engagement,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
4246199142070366,U03,2021,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Education / awareness,True,False,False
1342697312473626,U01,2017,Finnish,Routine / institutional / customer service / other,Education / awareness,Service disruption / repair / infrastructure,Education / awareness,False,True,False
1473250404820210,U02,2026,German,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,False,False,False
1387743396032027,U07,2025,Dutch,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1481673325653657,U09,2023,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1410986255721117,U02,2019,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
988187108001036,U02,2018,German,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
1285751040011612,U09,2025,Italian,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
628131023877214,U03,2013,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1561749640515343,U03,2017,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1989628671350512,U12,2018,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
4052007174875946,U01,2021,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,False,False,False
736484273041888,U03,2014,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1138264509529280,U07,2016,Dutch,Service disruption / repair / infrastructure,Operational update / resolution,Service disruption / repair / infrastructure,Operational update / resolution,True,True,True
677659121064918,U01,2023,Finnish,Flood / stormwater / wastewater / sewer,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Instruction / advice to public,True,True,True
4947185712024750,U01,2022,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
1503973651522682,U09,2026,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1332757862223248,U05,2026,German,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,False,False
1921676137972215,U05,2020,German,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,True,False,False
362217903801862,U03,2012,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,False,False
3243561748999535,U07,2020,Dutch,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
1719101861477108,U04,2018,Norwegian,Water conservation / drought / demand management,Operational update / resolution,Water conservation / drought / demand management,Education / awareness,True,False,False
1110305962790397,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
1330084160348560,U03,2016,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1249026255174066,U01,2017,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
3705236209553046,U01,2021,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
731758363544801,U04,2014,Norwegian,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Education / awareness,True,False,False
1443912176096439,U09,2022,Italian,Routine / institutional / customer service / other,Other / unclear,Routine / institutional / customer service / other,Other / unclear,True,True,True
949917462162582,U09,2020,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
3038756129534394,U01,2020,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
789220681101580,U03,2014,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Education / awareness,True,False,False
672125698291797,U03,2023,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
1188285794657832,U02,2018,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
2950811904942436,U03,2020,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
990760821063756,U05,2017,German,Service disruption / repair / infrastructure,Institutional promotion / community news,Service disruption / repair / infrastructure,Institutional promotion / community news,True,True,True
10157809488334268,U08,2019,French,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,False,False
486593024697682,U03,2012,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
1044614745615219,U01,2016,Finnish,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1470544189666211,U04,2017,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1484073645413625,U09,2023,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
2229470604032983,U12,2019,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1522476021573387,U09,2023,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
671123949694113,U05,2015,German,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Education / awareness,False,False,False
1573207742733188,U04,2018,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
3586104921413128,U03,2020,Portuguese,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Education / awareness,True,False,False
2825948427481833,U01,2020,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1066329002179021,U02,2025,German,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,False,False,False
376742682349384,U03,2012,Portuguese,Water quality / safety / public health,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
1750620468294925,U03,2017,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1360941972492518,U09,2025,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
3582478368442450,U03,2020,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
705314338290330,U04,2023,Norwegian,Flood / stormwater / wastewater / sewer,Alert / warning,Flood / stormwater / wastewater / sewer,Alert / warning,True,True,True
519255138098137,U03,2013,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Reassurance / safety information,Environmental sustainability / waste / recycling / biodiversity,Reassurance / safety information,True,True,True
681323637365133,U01,2023,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
924209222832464,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
122144019686089660,U06,2024,English,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Alert / warning,True,False,False
1923905941082568,U05,2020,German,Public education / heritage / community engagement,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
2525008007522830,U03,2019,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
10160236569889268,U08,2022,French,Public education / heritage / community engagement,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,False,True,False
4159444410798888,U01,2021,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
3759698594106807,U01,2021,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1979023518904143,U05,2020,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Instruction / advice to public,True,False,False
1100742793282699,U03,2016,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1462093672377347,U09,2026,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
10159078304981714,U10,2023,Swedish,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
3988602847883046,U01,2021,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
817425598745103,U09,2020,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
834099715566295,U11,2024,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
10157864232599268,U08,2019,French,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Reassurance / safety information,True,False,False
3530478313695504,U01,2020,Finnish,Service disruption / repair / infrastructure,Education / awareness,Service disruption / repair / infrastructure,Education / awareness,True,True,True
743802082774122,U09,2020,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
1941609109249107,U01,2018,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,False,False,False
1335955343094775,U03,2016,Portuguese,Water conservation / drought / demand management,Institutional promotion / community news,Water conservation / drought / demand management,Instruction / advice to public,True,False,False
490760199745746,U04,2022,Norwegian,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1337868675034890,U04,2026,Norwegian,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1246821034294159,U11,2026,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
10159426078271714,U10,2023,Swedish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Routine / institutional / customer service / other,Institutional promotion / community news,False,False,False
683925131747328,U05,2015,German,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,False,True,False
380723051951347,U03,2012,Portuguese,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Instruction / advice to public,True,False,False
4900487319973628,U07,2022,Dutch,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
10159436680441714,U10,2023,Swedish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
265942050136045,U03,2012,Portuguese,Routine / institutional / customer service / other,Education / awareness,Routine / institutional / customer service / other,Education / awareness,True,True,True
1665151060175200,U03,2017,Portuguese,Water quality / safety / public health,Education / awareness,Water quality / safety / public health,Institutional promotion / community news,True,False,False
4862571073766500,U03,2021,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
974504722626222,U01,2016,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
2435867936726581,U12,2020,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
2035387593204591,U01,2018,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Instruction / advice to public,True,False,False
957972586347997,U02,2024,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1977912535695150,U02,2021,German,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1365244490218908,U01,2017,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Operational update / resolution,False,False,False
1133257811927603,U09,2025,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
668792456477737,U03,2013,Portuguese,Routine / institutional / customer service / other,Other / unclear,Routine / institutional / customer service / other,Institutional promotion / community news,True,False,False
1369219444551089,U07,2025,Dutch,Routine / institutional / customer service / other,Alert / warning,Routine / institutional / customer service / other,Institutional promotion / community news,True,False,False
5207118832645054,U03,2022,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
2631779320232079,U01,2019,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Reassurance / safety information,False,False,False
10156060161331714,U10,2019,Swedish,Public education / heritage / community engagement,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,True,False
215134458510208,U03,2011,Portuguese,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Operational update / resolution,True,False,False
1432373350172688,U01,2017,Finnish,Water quality / safety / public health,Alert / warning,Water quality / safety / public health,Reassurance / safety information,True,False,False
677177115639271,U03,2013,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
968062856550694,U03,2015,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Education / awareness,False,False,False
586629698027347,U03,2013,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
1330081283682181,U03,2016,Portuguese,Public education / heritage / community engagement,Education / awareness,Service disruption / repair / infrastructure,Education / awareness,False,True,False
3980253792051285,U01,2021,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
4826559660700975,U03,2021,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
2589562827787062,U01,2019,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
1431870146866949,U04,2017,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1481151641908477,U03,2017,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
1334357388037295,U07,2025,Dutch,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
342602789096707,U03,2012,Portuguese,Routine / institutional / customer service / other,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
5999935266696736,U03,2022,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Water conservation / drought / demand management,Education / awareness,False,False,False
1228968171909551,U07,2024,Dutch,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Education / awareness,False,False,False
1370372778216104,U09,2025,Italian,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
1049853163601402,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1375137825843193,U03,2017,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
4458417197515225,U03,2021,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1357032026425481,U10,2025,Swedish,Routine / institutional / customer service / other,Education / awareness,Water quality / safety / public health,Instruction / advice to public,False,False,False
798270773993919,U09,2020,Italian,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Alert / warning,False,False,False
10156060877596714,U10,2019,Swedish,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,False,False
2424193117657368,U01,2019,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Reassurance / safety information,False,False,False
2775791369400901,U12,2021,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1223305148096224,U11,2021,Finnish,Service disruption / repair / infrastructure,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,False,True,False
10150888137301714,U10,2012,Swedish,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,True,False,False
2854189071324435,U01,2020,Finnish,Routine / institutional / customer service / other,Operational update / resolution,Routine / institutional / customer service / other,Operational update / resolution,True,True,True
1031597702318818,U02,2024,German,Flood / stormwater / wastewater / sewer,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Reassurance / safety information,True,False,False
1011153090357728,U07,2024,Dutch,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
10202943327240608,U01,2014,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,False,True,False
10159216619509268,U08,2020,French,Routine / institutional / customer service / other,Education / awareness,Public education / heritage / community engagement,Education / awareness,False,True,False
866285285542503,U03,2024,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
923514866486211,U03,2024,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1957324837753920,U02,2021,German,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
10159981541074268,U08,2022,French,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,False,True,False
853950288015000,U01,2015,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
10159246793629268,U08,2021,French,Routine / institutional / customer service / other,Education / awareness,Public education / heritage / community engagement,Education / awareness,False,True,False
1341542989202677,U03,2016,Portuguese,Water conservation / drought / demand management,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,True,True,True
1065891396897273,U02,2018,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
978151444313543,U10,2024,Swedish,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
260970657331765,U03,2012,Portuguese,Public education / heritage / community engagement,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
5280575868632683,U03,2022,Portuguese,Public education / heritage / community engagement,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,True,False
1149816005095092,U01,2016,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1004613181458734,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1173503702802708,U02,2018,German,Routine / institutional / customer service / other,Education / awareness,Routine / institutional / customer service / other,Education / awareness,True,True,True
3961821783894486,U01,2021,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1712987272187679,U02,2020,German,Water quality / safety / public health,Education / awareness,Water quality / safety / public health,Education / awareness,True,True,True
837663531712237,U02,2024,German,Routine / institutional / customer service / other,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
3610466208976999,U03,2020,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Education / awareness,True,False,False
721692107884760,U04,2014,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,False,True,False
4276130089077271,U03,2021,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
1115260540602632,U10,2024,Swedish,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Alert / warning,True,False,False
586414436856054,U01,2023,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Institutional promotion / community news,False,True,False
1304442343042176,U02,2019,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
486692085151791,U09,2018,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
5059728594049499,U07,2022,Dutch,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Education / awareness,True,False,False
1027141730642806,U03,2015,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Education / awareness,False,False,False
938086005015398,U08,2024,French,Routine / institutional / customer service / other,Education / awareness,Public education / heritage / community engagement,Education / awareness,False,True,False
952051461538215,U01,2016,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
1298966456923098,U02,2019,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
2351798514896829,U01,2019,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
1541153719294650,U01,2017,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
10156813955059268,U08,2018,French,Routine / institutional / customer service / other,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
4161359227221025,U03,2021,Portuguese,Public education / heritage / community engagement,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
10158054270109268,U08,2019,French,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
3492904094119593,U01,2020,Finnish,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
5943519475671649,U03,2022,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
706982918123472,U04,2023,Norwegian,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
628978702590561,U04,2023,Norwegian,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1221718339301201,U07,2024,Dutch,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
790795098074820,U09,2020,Italian,Water quality / safety / public health,Reassurance / safety information,Water quality / safety / public health,Reassurance / safety information,True,True,True
1280240110115690,U07,2025,Dutch,Service disruption / repair / infrastructure,Reassurance / safety information,Service disruption / repair / infrastructure,Reassurance / safety information,True,True,True
1293104359276280,U09,2025,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
243906117918994,U11,2022,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Instruction / advice to public,True,False,False
3944572498899700,U03,2021,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
4543008509056093,U03,2021,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1583040675052906,U03,2017,Portuguese,Routine / institutional / customer service / other,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
667125565458477,U03,2023,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
5470902609630329,U04,2022,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Institutional promotion / community news,False,True,False
3298468320175544,U07,2020,Dutch,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1222789401207471,U02,2019,German,Routine / institutional / customer service / other,Education / awareness,Public education / heritage / community engagement,Education / awareness,False,True,False
4589674107722866,U03,2021,Portuguese,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,True,True,True
2677259775920728,U12,2020,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Alert / warning,False,False,False
